                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    100,                 1.0129,                0.51622,                0.85637,                0.92363,                0.87927,                0.92132,                0.71803,                 1.1471,                0.54244,                0.89036,             0.00030276,             0.00030276,             0.00030276
                    101,                 1.0287,                0.52962,                0.85493,                0.94014,                0.88251,                0.92178,                 0.7303,                 1.1272,                0.53693,                0.88168,             0.00029985,             0.00029985,             0.00029985
                    102,                 1.0211,                0.52299,                0.85273,                0.92742,                0.88374,                0.92043,                0.72981,                 1.1291,                0.53551,                0.88318,             0.00029694,             0.00029694,             0.00029694
                    103,                 1.0238,                 0.5224,                0.84984,                0.92521,                0.88406,                0.92459,                0.73237,                 1.1422,                0.54236,                0.88684,             0.00029403,             0.00029403,             0.00029403
                    104,                 1.0096,                0.51482,                 0.8513,                0.93159,                0.88247,                0.92299,                0.73412,                 1.1209,                0.52984,                0.88285,             0.00029112,             0.00029112,             0.00029112
                    105,                 1.0208,                0.51962,                0.85068,                0.93096,                0.88401,                0.92383,                0.74026,                 1.1307,                0.53344,                0.88404,             0.00028821,             0.00028821,             0.00028821
                    106,                 1.0059,                0.51271,                0.85004,                0.93024,                0.88406,                 0.9221,                0.73239,                 1.1297,                0.53301,                0.88265,              0.0002853,              0.0002853,              0.0002853
                    107,                0.99289,                0.51029,                   0.85,                0.92108,                0.89113,                0.92852,                 0.7442,                 1.1156,                0.52515,                0.87871,             0.00028239,             0.00028239,             0.00028239
                    108,                 1.0142,                0.51379,                0.85168,                0.93755,                0.87064,                0.92043,                0.73353,                 1.1272,                0.53053,                0.88188,             0.00027948,             0.00027948,             0.00027948
                    109,                 1.0029,                0.51003,                0.85085,                0.93478,                0.87815,                0.92256,                0.73284,                 1.1242,                0.53099,                0.87986,             0.00027657,             0.00027657,             0.00027657
                    110,                0.99068,                0.50608,                0.84646,                0.93739,                0.87971,                0.92522,                0.74027,                 1.1112,                0.52198,                0.87945,             0.00027366,             0.00027366,             0.00027366
                    111,                 1.0054,                0.50922,                0.85303,                0.94535,                0.87831,                0.92646,                0.73201,                 1.1336,                0.52961,                  0.887,             0.00027074,             0.00027074,             0.00027074
                    112,                 1.0076,                0.51218,                0.84544,                0.94407,                 0.8794,                0.92705,                0.74061,                 1.1067,                0.51753,                0.87988,             0.00026783,             0.00026783,             0.00026783
                    113,                 1.0021,                0.51452,                0.84954,                0.92687,                0.89369,                0.92925,                0.74293,                 1.1072,                0.52606,                0.87662,             0.00026492,             0.00026492,             0.00026492
                    114,                0.98614,                0.50533,                0.84492,                0.94279,                0.89207,                0.93369,                0.75053,                 1.1039,                0.51691,                0.87667,             0.00026201,             0.00026201,             0.00026201
                    115,                0.99548,                0.50645,                0.84833,                0.92392,                0.89236,                0.92566,                0.73892,                 1.1294,                0.52127,                0.88284,              0.0002591,              0.0002591,              0.0002591
                    116,                0.96297,                0.49207,                0.84576,                0.93497,                0.88826,                0.92648,                0.74417,                 1.1005,                0.51218,                0.87594,             0.00025619,             0.00025619,             0.00025619
                    117,                0.98166,                0.49694,                0.84506,                 0.9431,                0.88006,                0.92409,                0.73709,                  1.113,                0.51638,                0.87778,             0.00025328,             0.00025328,             0.00025328
                    118,                0.97011,                0.49193,                  0.844,                0.94521,                0.88027,                0.92909,                0.74428,                 1.0857,                0.51202,                0.87376,             0.00025037,             0.00025037,             0.00025037
                    119,                0.98251,                0.49948,                0.84584,                0.93944,                0.88135,                0.92769,                0.74531,                 1.1064,                0.51358,                0.87671,             0.00024746,             0.00024746,             0.00024746
                    120,                0.95585,                0.48561,                0.84113,                0.94658,                0.89099,                0.93273,                 0.7482,                 1.0885,                 0.5049,                0.87223,             0.00024455,             0.00024455,             0.00024455
                    121,                0.97024,                0.49111,                0.84234,                0.94384,                0.89143,                0.93036,                0.74366,                 1.0958,                0.50782,                0.87537,             0.00024164,             0.00024164,             0.00024164
                    122,                0.96635,                0.48825,                0.84469,                0.94144,                0.89278,                 0.9303,                0.74327,                 1.0975,                0.51104,                0.87667,             0.00023873,             0.00023873,             0.00023873
                    123,                0.99439,                0.50324,                0.84327,                0.94286,                0.88771,                0.92715,                0.74853,                 1.0948,                 0.5135,                0.87516,             0.00023582,             0.00023582,             0.00023582
                    124,                0.97177,                0.49506,                0.84488,                0.94812,                0.88644,                 0.9288,                0.74512,                 1.0844,                0.50583,                0.87286,             0.00023291,             0.00023291,             0.00023291
                    125,                0.96424,                0.48395,                0.84339,                0.93427,                0.89623,                 0.9304,                0.74396,                 1.1093,                0.50839,                0.87718,                0.00023,                0.00023,                0.00023
                    126,                0.96076,                0.48331,                0.84114,                0.94277,                0.89552,                0.93093,                0.75295,                  1.085,                 0.4987,                0.87403,             0.00022709,             0.00022709,             0.00022709
                    127,                0.96878,                0.49133,                0.84027,                0.95374,                0.88448,                0.93112,                0.74888,                 1.0847,                0.50846,                0.87274,             0.00022417,             0.00022417,             0.00022417
                    128,                 0.9467,                0.48415,                0.84059,                0.94182,                0.88511,                 0.9338,                0.75167,                 1.0841,                0.50818,                0.87142,             0.00022126,             0.00022126,             0.00022126
                    129,                0.94479,                0.48025,                0.83972,                0.95327,                0.88041,                0.93285,                0.75337,                 1.0804,                0.50929,                0.86949,             0.00021835,             0.00021835,             0.00021835
                    130,                 0.9394,                0.47595,                 0.8404,                0.92949,                0.89947,                0.93239,                0.75033,                 1.0958,                0.50742,                  0.872,             0.00021544,             0.00021544,             0.00021544
                    131,                0.97504,                0.49033,                0.84256,                0.94362,                0.89215,                0.93577,                0.74756,                 1.0816,                0.50164,                0.87193,             0.00021253,             0.00021253,             0.00021253
                    132,                0.93956,                0.47504,                0.84185,                0.95048,                0.88722,                0.93346,                0.75113,                 1.0812,                0.49941,                0.87322,             0.00020962,             0.00020962,             0.00020962
                    133,                0.94791,                0.48085,                0.83956,                0.94793,                0.88579,                 0.9358,                0.75136,                 1.0789,                0.49767,                0.87131,             0.00020671,             0.00020671,             0.00020671
                    134,                0.94157,                0.47583,                 0.8375,                0.94836,                0.89284,                0.93631,                0.75457,                 1.0719,                0.49798,                0.86913,              0.0002038,              0.0002038,              0.0002038
                    135,                0.92857,                0.47012,                0.83913,                0.95032,                0.89382,                0.93504,                0.75498,                 1.0735,                0.49949,                0.86778,             0.00020089,             0.00020089,             0.00020089
                    136,                0.96047,                0.48432,                0.84121,                0.94537,                0.89158,                0.93451,                0.74816,                 1.0964,                0.50616,                 0.8743,             0.00019798,             0.00019798,             0.00019798
                    137,                0.94798,                0.47694,                0.83922,                0.94409,                0.89828,                0.93312,                0.75559,                  1.072,                0.49999,                 0.8709,             0.00019507,             0.00019507,             0.00019507
                    138,                0.93688,                0.47239,                0.83557,                0.95042,                0.89814,                0.93629,                0.75704,                 1.0643,                0.48982,                0.86775,             0.00019216,             0.00019216,             0.00019216
                    139,                0.91991,                0.46304,                0.83462,                0.95045,                0.89352,                0.93229,                0.75498,                 1.0657,                0.49078,                0.86786,             0.00018925,             0.00018925,             0.00018925
                    140,                0.91582,                0.46022,                0.83616,                0.95185,                 0.8939,                0.93884,                0.77081,                 1.0518,                0.49115,                0.86611,             0.00018634,             0.00018634,             0.00018634
                    141,                0.93304,                0.47308,                0.83567,                0.93615,                0.90266,                0.93614,                0.76466,                 1.0538,                 0.4832,                0.86659,             0.00018343,             0.00018343,             0.00018343
                    142,                0.91189,                0.45987,                0.83133,                0.94767,                  0.894,                0.93599,                0.75986,                 1.0558,                0.48457,                  0.866,             0.00018052,             0.00018052,             0.00018052
                    143,                0.92033,                0.46199,                0.83414,                0.94117,                0.89212,                0.93458,                0.76058,                 1.0588,                0.48912,                0.86719,             0.00017761,             0.00017761,             0.00017761
                    144,                0.90422,                 0.4542,                0.83163,                0.94203,                0.89702,                0.93497,                0.76397,                 1.0427,                0.48002,                0.86313,             0.00017469,             0.00017469,             0.00017469
                    145,                0.91022,                 0.4565,                0.83257,                 0.9335,                 0.8992,                0.93494,                 0.7535,                 1.0657,                0.48485,                0.86719,             0.00017178,             0.00017178,             0.00017178
                    146,                0.91898,                0.45982,                0.83218,                0.95197,                0.88235,                0.93365,                0.75944,                 1.0642,                0.48786,                0.86773,             0.00016887,             0.00016887,             0.00016887
                    147,                0.89647,                0.45222,                0.83149,                0.93011,                0.89245,                0.93558,                 0.7639,                 1.0397,                0.47875,                0.86193,             0.00016596,             0.00016596,             0.00016596
                    148,                0.89877,                0.45169,                0.82951,                0.94755,                0.88647,                 0.9354,                0.75918,                 1.0555,                0.48415,                0.86416,             0.00016305,             0.00016305,             0.00016305
                    149,                0.88812,                0.44828,                0.83224,                0.94214,                0.89953,                0.93865,                0.76386,                 1.0481,                0.48006,                0.86437,             0.00016014,             0.00016014,             0.00016014
                    150,                0.90078,                0.45601,                0.83295,                0.95275,                 0.8908,                0.94003,                0.76347,                 1.0468,                0.48044,                 0.8653,             0.00015723,             0.00015723,             0.00015723
                    151,                0.91598,                0.46065,                0.83334,                0.95235,                0.89207,                0.94226,                0.76501,                  1.043,                0.48192,                0.86449,             0.00015432,             0.00015432,             0.00015432
                    152,                0.88094,                0.44547,                0.82849,                0.93444,                0.90948,                 0.9418,                0.76355,                 1.0422,                0.48135,                0.86271,             0.00015141,             0.00015141,             0.00015141
                    153,                 0.8896,                0.44655,                0.83172,                0.95765,                 0.8918,                0.94049,                0.76646,                 1.0441,                0.48118,                0.86338,              0.0001485,              0.0001485,              0.0001485
                    154,                 0.8974,                0.44766,                0.82927,                0.95871,                0.89384,                0.94239,                0.76376,                 1.0476,                0.48304,                0.86361,             0.00014559,             0.00014559,             0.00014559
                    155,                0.89872,                0.45013,                0.82766,                0.95639,                0.89764,                0.94173,                0.76594,                 1.0432,                0.47805,                0.86327,             0.00014268,             0.00014268,             0.00014268
                    156,                0.89608,                0.44785,                0.82817,                0.95076,                0.90241,                0.94233,                0.76476,                 1.0375,                0.47492,                0.86114,             0.00013977,             0.00013977,             0.00013977
                    157,                0.87268,                0.43986,                0.82698,                0.95484,                 0.8966,                  0.943,                0.77031,                 1.0322,                 0.4737,                  0.862,             0.00013686,             0.00013686,             0.00013686
                    158,                0.87356,                0.43884,                 0.8275,                0.95388,                0.89498,                0.94179,                0.77074,                  1.026,                0.47256,                0.85947,             0.00013395,             0.00013395,             0.00013395
                    159,                0.87224,                0.43942,                0.82663,                0.94733,                0.90178,                 0.9418,                0.77101,                 1.0295,                0.47506,                0.86197,             0.00013104,             0.00013104,             0.00013104
                    160,                0.88536,                0.44349,                0.82747,                 0.9505,                0.90538,                0.94355,                0.77429,                 1.0219,                0.47142,                 0.8592,             0.00012813,             0.00012813,             0.00012813
                    161,                0.88363,                0.44161,                0.82419,                0.94848,                0.90387,                0.94195,                0.77591,                 1.0219,                 0.4694,                0.85917,             0.00012521,             0.00012521,             0.00012521
                    162,                0.86334,                0.43451,                0.82609,                0.95129,                0.89788,                0.93994,                0.77095,                 1.0216,                0.47098,                0.85821,              0.0001223,              0.0001223,              0.0001223
                    163,                0.86865,                0.43505,                0.82663,                 0.9536,                0.90073,                0.93868,                0.76919,                  1.026,                0.46855,                0.86095,             0.00011939,             0.00011939,             0.00011939
                    164,                0.84818,                0.42585,                0.82164,                0.94489,                0.90554,                0.94071,                0.76996,                 1.0219,                0.46883,                0.85947,             0.00011648,             0.00011648,             0.00011648
                    165,                0.86149,                0.43157,                0.82573,                0.94315,                0.90761,                0.94208,                0.77168,                 1.0191,                0.46606,                0.85936,             0.00011357,             0.00011357,             0.00011357
                    166,                0.85352,                0.42934,                0.82379,                0.95632,                0.89798,                0.94251,                0.77356,                  1.017,                0.46384,                0.85854,             0.00011066,             0.00011066,             0.00011066
                    167,                0.85115,                0.42779,                0.82414,                0.94899,                0.90421,                0.94373,                0.77524,                 1.0123,                0.46481,                0.85755,             0.00010775,             0.00010775,             0.00010775
                    168,                0.84175,                0.42246,                0.82199,                0.94636,                0.90692,                0.94424,                0.77377,                 1.0137,                0.46298,                0.85867,             0.00010484,             0.00010484,             0.00010484
                    169,                0.85608,                0.42989,                0.82378,                 0.9541,                0.90004,                0.94534,                0.77089,                 1.0181,                0.46502,                0.85986,             0.00010193,             0.00010193,             0.00010193
                    170,                0.86085,                0.42927,                0.82309,                0.95284,                0.90232,                0.94506,                0.77144,                 1.0179,                 0.4603,                 0.8581,             9.9019e-05,             9.9019e-05,             9.9019e-05
                    171,                0.86505,                0.43186,                0.82315,                0.95125,                0.90393,                0.94425,                0.77609,                 1.0114,                0.46058,                0.85642,             9.6109e-05,             9.6109e-05,             9.6109e-05
                    172,                0.84615,                 0.4266,                0.82092,                0.94158,                0.91185,                0.94424,                0.77512,                 1.0168,                0.46237,                0.85806,             9.3198e-05,             9.3198e-05,             9.3198e-05
                    173,                0.84567,                0.42393,                0.82358,                0.94727,                0.90789,                0.94503,                0.77493,                 1.0112,                0.46033,                0.85701,             9.0287e-05,             9.0287e-05,             9.0287e-05
                    174,                0.85426,                0.42962,                0.81837,                0.94487,                0.91121,                0.94226,                0.77486,                 1.0054,                0.45965,                 0.8563,             8.7377e-05,             8.7377e-05,             8.7377e-05
                    175,                0.85279,                0.42715,                0.82206,                0.94046,                0.90763,                 0.9402,                0.77267,                 1.0078,                0.45819,                0.85693,             8.4466e-05,             8.4466e-05,             8.4466e-05
                    176,                0.85539,                0.42904,                 0.8223,                0.93825,                0.91481,                0.94406,                 0.7767,                 1.0077,                0.45678,                0.85583,             8.1556e-05,             8.1556e-05,             8.1556e-05
                    177,                0.83356,                0.41506,                 0.8192,                0.94488,                0.91439,                0.94664,                0.77963,                0.99794,                0.45436,                0.85322,             7.8645e-05,             7.8645e-05,             7.8645e-05
                    178,                0.83654,                0.41667,                 0.8214,                0.94178,                0.91268,                0.94541,                0.77854,                0.99867,                0.45801,                0.85433,             7.5734e-05,             7.5734e-05,             7.5734e-05
                    179,                 0.8091,                0.40593,                0.81824,                0.95149,                0.90789,                0.94632,                0.77677,                 1.0033,                0.45742,                0.85474,             7.2824e-05,             7.2824e-05,             7.2824e-05
                    180,                0.83935,                0.41836,                0.81908,                0.95574,                 0.9052,                0.94402,                0.77324,                 1.0092,                0.45797,                 0.8561,             6.9913e-05,             6.9913e-05,             6.9913e-05
                    181,                0.82188,                 0.4124,                0.82013,                0.95117,                0.91039,                0.94355,                0.77547,                 1.0001,                0.45822,                0.85471,             6.7003e-05,             6.7003e-05,             6.7003e-05
                    182,                0.83463,                0.41648,                0.82052,                0.95141,                0.90758,                0.94326,                0.77375,                   1.01,                 0.4591,                0.85552,             6.4092e-05,             6.4092e-05,             6.4092e-05
                    183,                0.83426,                0.41963,                0.81754,                0.95288,                0.90502,                0.94435,                0.77808,                 1.0001,                0.45483,                0.85424,             6.1181e-05,             6.1181e-05,             6.1181e-05
                    184,                0.82331,                0.41243,                0.81793,                 0.9551,                0.90298,                 0.9449,                0.78006,                 1.0027,                0.45625,                0.85454,             5.8271e-05,             5.8271e-05,             5.8271e-05
                    185,                0.81839,                0.40884,                0.81719,                0.95173,                0.90304,                0.94387,                0.77696,                0.99994,                 0.4572,                0.85504,              5.536e-05,              5.536e-05,              5.536e-05
                    186,                0.81528,                0.40871,                0.81672,                0.95302,                0.90546,                0.94375,                0.77693,                0.99978,                0.45831,                0.85504,              5.245e-05,              5.245e-05,              5.245e-05
                    187,                0.82871,                0.41481,                0.81939,                0.95267,                0.90833,                0.94603,                0.77863,                0.99729,                0.45374,                0.85366,             4.9539e-05,             4.9539e-05,             4.9539e-05
                    188,                0.81983,                0.41301,                0.81896,                0.95579,                0.90547,                0.94623,                0.77744,                 1.0058,                0.45392,                0.85609,             4.6628e-05,             4.6628e-05,             4.6628e-05
                    189,                0.82229,                0.41135,                0.81683,                0.96178,                0.90398,                0.94747,                0.78508,                0.98592,                 0.4503,                0.85335,             4.3718e-05,             4.3718e-05,             4.3718e-05
                    190,                0.82883,                0.41441,                 0.8168,                0.95324,                0.90547,                0.94605,                0.78146,                0.98109,                0.44906,                0.85223,             4.0807e-05,             4.0807e-05,             4.0807e-05
                    191,                0.85518,                 0.4157,                  0.816,                 0.9462,                0.90917,                0.94455,                0.78011,                 0.9856,                0.45288,                0.85523,             3.7897e-05,             3.7897e-05,             3.7897e-05
                    192,                0.84777,                0.41694,                0.81737,                  0.949,                0.90982,                0.94416,                0.78164,                0.98648,                0.45263,                0.85535,             3.4986e-05,             3.4986e-05,             3.4986e-05
                    193,                0.84882,                0.41411,                 0.8184,                0.93733,                0.91634,                0.94487,                0.78154,                0.98276,                0.45046,                0.85357,             3.2075e-05,             3.2075e-05,             3.2075e-05
                    194,                 0.8415,                0.41396,                0.81676,                0.94854,                0.90903,                0.94452,                0.78079,                0.98787,                0.45083,                0.85448,             2.9165e-05,             2.9165e-05,             2.9165e-05
                    195,                0.83426,                0.40698,                 0.8155,                0.94657,                0.91179,                0.94479,                0.78195,                0.98484,                0.44945,                0.85381,             2.6254e-05,             2.6254e-05,             2.6254e-05
                    196,                0.82815,                0.40306,                0.81515,                0.94546,                0.91396,                0.94521,                0.78326,                0.98259,                0.44741,                0.85341,             2.3344e-05,             2.3344e-05,             2.3344e-05
                    197,                 0.8297,                0.40419,                0.81348,                0.94266,                0.91178,                0.94544,                0.78093,                0.98592,                0.45093,                0.85458,             2.0433e-05,             2.0433e-05,             2.0433e-05
                    198,                0.82445,                0.40299,                0.81466,                0.93855,                0.91556,                0.94504,                0.78594,                 0.9763,                0.44741,                0.85211,             1.7522e-05,             1.7522e-05,             1.7522e-05
                    199,                   0.83,                0.40648,                0.81213,                0.93549,                0.91585,                0.94517,                0.78605,                0.97805,                0.44823,                 0.8524,             1.4612e-05,             1.4612e-05,             1.4612e-05
                    200,                0.82328,                0.40387,                0.81235,                0.93547,                0.91826,                 0.9457,                0.78476,                0.97946,                0.44738,                0.85294,             1.1701e-05,             1.1701e-05,             1.1701e-05
